,symbol,emoji,kline,alert_price,Time_(MSK),resist_level,n_touches,conf_level,resist_length,max_ratio_p
221,EOSUSDT,💥💥💥,1 kline,0.784,2023-12-07 08:12:49.143000,0.769,2.0,0.0,5.0,1.148
222,STORJUSDT,💥💥💥,1 kline,0.7252,2023-12-07 08:11:50.378000,0.7282,8.0,2.0,117.0,0.262
223,COTIUSDT,🌊🌊🌊,2 kline,0.05938,2023-12-07 08:03:39.501000,0.05899,4.0,0.0,7.0,1.044
224,XTZUSDT,🌊🌊🌊,2 kline,0.915,2023-12-07 07:58:18.536000,0.907,0.0,0.0,0.0,1.093
225,MAVUSDT,🌊🌊🌊,2 kline,0.348,2023-12-07 07:58:16.126000,0.347,1.0,0.0,1.0,1.466
226,SUPERUSDT,💥💥💥,1 kline,0.6261,2023-12-07 07:53:30.177000,0.6207,4.0,0.0,46.0,0.511
227,GALUSDT,💥💥💥,1 kline,1.6515,2023-12-07 07:47:19.771000,1.6348,13.0,2.0,142.0,0.672
228,ENJUSDT,🌊🌊🌊,2 kline,0.332,2023-12-07 07:47:04.156000,0.3272,6.0,0.0,12.0,1.114
229,BIGTIMEUSDT,💥💥💥,1 kline,0.6692,2023-12-07 07:45:31.043000,0.6552,1.0,0.0,1.0,2.779
230,XLMUSDT,🌊🌊🌊,2 kline,0.12647,2023-12-07 07:44:47.567000,0.1249,12.0,0.0,21.0,0.83
231,IDEXUSDT,🌊🌊🌊,2 kline,0.06314,2023-12-07 07:44:16.074000,0.06288,3.0,0.0,5.0,0.364
232,AVAXUSDT,💥💥💥,1 kline,26.595,2023-12-07 07:41:59.554000,26.454,8.0,0.0,25.0,1.929
233,TIAUSDT,💥💥💥,1 kline,10.0075,2023-12-07 07:39:53.897000,9.8659,2.0,0.0,2.0,0.975
234,BEAMXUSDT,💥💥💥,1 kline,0.015761,2023-12-07 07:38:55.083000,0.0156,1.0,0.0,1.0,7.861
235,FXSUSDT,💥💥💥,1 kline,8.729,2023-12-07 07:37:55.642000,8.696,7.0,0.0,13.0,2.543
236,RUNEUSDT,💥💥💥,1 kline,6.517,2023-12-07 07:37:47.580000,6.507,1.0,0.0,1.0,0.107
237,BADGERUSDT,🌊🌊🌊,2 kline,4.684,2023-12-07 07:31:27.726000,4.651,2.0,0.0,7.0,1.196
238,1000PEPEUSDT,💥💥💥,1 kline,0.0015062,2023-12-07 07:30:56.016000,0.0014981,5.0,0.0,5.0,0.624
239,CKBUSDT,🌊🌊🌊,2 kline,0.003411,2023-12-07 07:27:23.154000,0.003395,14.0,2.0,137.0,0.938
240,NTRNUSDT,💥💥💥,1 kline,0.6566,2023-12-07 07:22:27.898000,0.6464,7.0,2.0,126.0,1.919
241,SKLUSDT,💥💥💥,1 kline,0.04118,2023-12-07 07:18:13.293000,0.04098,5.0,1.0,52.0,2.234
242,ONGUSDT,🌊🌊🌊,2 kline,0.386,2023-12-07 07:16:52.251000,0.3847,12.0,2.0,128.0,0.751
243,BSVUSDT,🌊🌊🌊,2 kline,52.28,2023-12-07 07:14:48.654000,51.96,19.0,2.0,122.0,1.454
244,OPUSDT,💥💥💥,1 kline,1.7504,2023-12-07 07:14:33.833000,1.7344,5.0,1.0,72.0,1.274
245,LTCUSDT,🌊🌊🌊,2 kline,73.52,2023-12-07 07:13:28.664000,72.94,5.0,0.0,9.0,1.265
246,DYDXUSDT,🌊🌊🌊,2 kline,2.953,2023-12-07 07:12:02.803000,2.941,2.0,0.0,1.0,0.982
247,LPTUSDT,💥💥💥,1 kline,6.651,2023-12-07 07:10:59.022000,6.588,5.0,0.0,20.0,1.413
248,KEYUSDT,🌊🌊🌊,2 kline,0.006143,2023-12-07 07:06:42.296000,0.006118,9.0,1.0,68.0,2.881
249,ETCUSDT,💥💥💥,1 kline,20.724,2023-12-07 07:06:28.167000,20.597,18.0,3.0,151.0,7.817
250,GMTUSDT,💥💥💥,1 kline,0.2825,2023-12-07 07:05:46.026000,0.2808,6.0,1.0,65.0,0.673
251,APTUSDT,🌊🌊🌊,2 kline,7.471,2023-12-07 07:05:06.825000,7.431,6.0,0.0,7.0,3.132
252,SLPUSDT,🌊🌊🌊,2 kline,0.002961,2023-12-07 07:00:18.287000,0.002948,2.0,0.0,3.0,6.147
253,BLZUSDT,💥💥💥,1 kline,0.2683,2023-12-07 06:57:54.163000,0.26861,2.0,0.0,2.0,0.783
254,STXUSDT,💥💥💥,1 kline,1.0718,2023-12-07 06:53:39.355000,1.0678,2.0,0.0,4.0,0.373
255,1000BONKUSDT,💥💥💥,1 kline,0.00779,2023-12-07 06:50:59.921000,0.007691,4.0,0.0,4.0,7.15
256,MATICUSDT,🌊🌊🌊,2 kline,0.8293,2023-12-07 06:49:32.220000,0.8262,13.0,0.0,42.0,1.64
257,PENDLEUSDT,💥💥💥,1 kline,1.2161,2023-12-07 06:48:50.426000,1.2191,7.0,0.0,5.0,2.689
258,JASMYUSDT,💥💥💥,1 kline,0.006466,2023-12-07 06:38:51.515000,0.006444,1.0,0.0,1.0,0.727
259,JOEUSDT,🌊🌊🌊,2 kline,0.5113,2023-12-07 06:19:56.070000,0.5085,7.0,0.0,11.0,0.919
260,HIGHUSDT,🌊🌊🌊,2 kline,1.571,2023-12-07 06:19:55.902000,1.565,5.0,0.0,9.0,0.827
261,RIFUSDT,💥💥💥,1 kline,0.14048,2023-12-07 06:19:00.299000,0.14018,9.0,0.0,32.0,2.242
262,MEMEUSDT,💥💥💥,1 kline,0.038799,2023-12-07 06:18:31.795000,0.038731,3.0,0.0,4.0,4.876
263,USTCUSDT,💥💥💥,1 kline,0.04621,2023-12-07 06:18:26.016000,0.04629,2.0,0.0,1.0,2.748
264,DODOXUSDT,💥💥💥,1 kline,0.15598,2023-12-07 06:18:21.233000,0.15868,6.0,0.0,16.0,1.109
265,BIGTIMEUSDT,💥💥💥,1 kline,0.6474,2023-12-07 06:18:16.312000,0.6455,2.0,0.0,4.0,3.676
266,SUPERUSDT,💥💥💥,1 kline,0.5993,2023-12-07 06:18:15.366000,0.5975,3.0,0.0,1.0,5.006
267,BELUSDT,💥💥💥,1 kline,0.7337,2023-12-07 06:16:59.157000,0.7231,1.0,0.0,1.0,0.286
268,DOGEUSDT,💥💥💥,1 kline,0.0977,2023-12-07 06:13:59.368000,0.09731,5.0,0.0,15.0,0.696
270,RIFUSDT,💥💥💥,1 kline,0.14009,2023-12-07 06:09:59.802000,0.13983,4.0,0.0,11.0,2.327
271,1000FLOKIUSDT,💥💥💥,1 kline,0.03944,2023-12-07 06:05:41.809000,0.03932,1.0,0.0,1.0,0.963
273,XVGUSDT,🌊🌊🌊,2 kline,0.003778,2023-12-07 05:58:16.309000,0.003776,3.0,0.0,3.0,0.132
274,XTZUSDT,🌊🌊🌊,2 kline,0.9,2023-12-07 05:45:15.643000,0.893,1.0,0.0,1.0,1.0
275,TRBUSDT,💥💥💥,1 kline,75.122,2023-12-07 05:28:30.913000,74.674,11.0,0.0,22.0,0.354
276,FXSUSDT,🌊🌊🌊,2 kline,8.367,2023-12-07 05:16:45.251000,8.337,3.0,0.0,1.0,3.729
277,SLPUSDT,🌊🌊🌊,2 kline,0.002903,2023-12-07 05:15:36.109000,0.002894,17.0,1.0,69.0,3.272
278,BLZUSDT,💥💥💥,1 kline,0.26457,2023-12-07 05:12:48.729000,0.26227,14.0,1.0,62.0,3.557
279,IOTXUSDT,💥💥💥,1 kline,0.03548,2023-12-07 05:10:22.052000,0.03531,4.0,0.0,45.0,4.876
280,SKLUSDT,💥💥💥,1 kline,0.04126,2023-12-07 05:06:48.694000,0.04079,4.0,0.0,31.0,2.424
281,CTKUSDT,💥💥💥,1 kline,0.5889,2023-12-07 05:04:42.691000,0.5824,9.0,0.0,39.0,0.187
282,STRAXUSDT,🌊🌊🌊,2 kline,1.0718,2023-12-07 04:59:11.710000,1.0662,4.0,0.0,6.0,0.392
283,AMBUSDT,🌊🌊🌊,2 kline,0.008021,2023-12-07 04:57:17.420000,0.007962,4.0,0.0,7.0,0.137
284,OCEANUSDT,🌊🌊🌊,2 kline,0.5175,2023-12-07 04:54:29.073000,0.5142,6.0,1.0,55.0,1.159
285,STORJUSDT,💥💥💥,1 kline,0.7277,2023-12-07 04:52:18.435000,0.7253,3.0,0.0,2.0,1.127
286,SEIUSDT,💥💥💥,1 kline,0.277,2023-12-07 04:32:54.103000,0.2758,3.0,0.0,3.0,1.3
287,ONEUSDT,💥💥💥,1 kline,0.0151,2023-12-07 04:28:31.932000,0.015,7.0,0.0,17.0,0.132
288,IOTAUSDT,💥💥💥,1 kline,0.2991,2023-12-07 04:26:57.194000,0.2948,4.0,0.0,3.0,3.611
289,1000XECUSDT,💥💥💥,1 kline,0.03469,2023-12-07 04:23:53.091000,0.03496,2.0,0.0,1.0,2.45
290,CHRUSDT,🌊🌊🌊,2 kline,0.1495,2023-12-07 04:19:27.485000,0.1506,2.0,0.0,16.0,0.803
291,BANDUSDT,🌊🌊🌊,2 kline,1.5257,2023-12-07 04:18:49.238000,1.5331,2.0,0.0,3.0,0.203
292,GRTUSDT,💥💥💥,1 kline,0.16423,2023-12-07 04:17:31.831000,0.16434,3.0,0.0,1.0,0.785
293,BELUSDT,💥💥💥,1 kline,0.7014,2023-12-07 04:06:40.401000,0.706,1.0,0.0,1.0,3.094
294,CTKUSDT,💥💥💥,1 kline,0.5813,2023-12-07 04:02:00.327000,0.5805,3.0,0.0,4.0,1.497
295,DODOXUSDT,💥💥💥,1 kline,0.16038,2023-12-07 04:00:39.386000,0.16055,4.0,0.0,4.0,1.054
296,KEYUSDT,🌊🌊🌊,2 kline,0.006154,2023-12-07 03:52:26.081000,0.006124,5.0,0.0,19.0,0.504
297,IMXUSDT,💥💥💥,1 kline,1.4101,2023-12-07 03:45:46.294000,1.4098,2.0,0.0,2.0,0.418
298,QTUMUSDT,💥💥💥,1 kline,3.272,2023-12-07 03:41:34.311000,3.249,3.0,0.0,4.0,0.703
299,BEAMXUSDT,💥💥💥,1 kline,0.015688,2023-12-07 03:33:52.515000,0.01548,3.0,0.0,25.0,3.901
300,BEAMXUSDT,💥💥💥,1 kline,0.015688,2023-12-07 03:33:52.515000,0.01548,3.0,0.0,25.0,3.901
301,LPTUSDT,🌊🌊🌊,2 kline,6.692,2023-12-07 03:31:14.353000,6.6,10.0,0.0,48.0,0.209
302,BAKEUSDT,💥💥💥,1 kline,0.2699,2023-12-07 03:29:59.926000,0.2671,2.0,0.0,2.0,6.039
303,REEFUSDT,💥💥💥,1 kline,0.002023,2023-12-07 03:28:45.445000,0.002009,4.0,0.0,20.0,1.285
304,HIFIUSDT,🌊🌊🌊,2 kline,0.7917,2023-12-07 03:23:53.364000,0.7795,2.0,0.0,1.0,4.775
305,FLOWUSDT,🌊🌊🌊,2 kline,0.77,2023-12-07 03:18:25.033000,0.765,2.0,0.0,1.0,2.468
306,SNXUSDT,💥💥💥,1 kline,3.692,2023-12-07 03:17:54.189000,3.677,3.0,0.0,19.0,2.952
307,XVGUSDT,💥💥💥,1 kline,0.003811,2023-12-07 03:16:31.551000,0.003817,5.0,0.0,18.0,0.892
308,STPTUSDT,💥💥💥,1 kline,0.06562,2023-12-07 03:07:29.548000,0.06508,3.0,0.0,16.0,0.823
309,WAXPUSDT,💥💥💥,1 kline,0.06564,2023-12-07 03:04:32.271000,0.06538,4.0,0.0,5.0,1.92
310,ORBSUSDT,🌊🌊🌊,2 kline,0.04576,2023-12-07 03:04:17.689000,0.0452,7.0,0.0,16.0,0.066
311,MANAUSDT,🌊🌊🌊,2 kline,0.4837,2023-12-07 03:03:16.322000,0.4753,7.0,0.0,26.0,2.026
312,ARKUSDT,🌊🌊🌊,2 kline,1.0391,2023-12-07 03:01:31.181000,1.0351,8.0,0.0,11.0,0.558
313,SLPUSDT,💥💥💥,1 kline,0.002913,2023-12-07 03:01:00.565000,0.002892,4.0,0.0,17.0,0.103
314,TOKENUSDT,💥💥💥,1 kline,0.04721,2023-12-07 03:00:35.527000,0.04719,1.0,0.0,1.0,1.229
315,SANDUSDT,💥💥💥,1 kline,0.448,2023-12-07 03:00:32.459000,0.4474,3.0,0.0,1.0,1.362
316,AXSUSDT,💥💥💥,1 kline,6.996,2023-12-07 03:00:25.180000,6.962,5.0,1.0,58.0,1.415
317,FXSUSDT,💥💥💥,1 kline,8.285,2023-12-07 03:00:11.691000,8.255,4.0,0.0,17.0,0.857
318,POLYXUSDT,💥💥💥,1 kline,0.2091,2023-12-07 03:00:04.803000,0.208,7.0,0.0,26.0,0.143
319,BSVUSDT,💥💥💥,1 kline,52.37,2023-12-07 02:47:30.038000,51.75,4.0,0.0,8.0,0.496
320,COMBOUSDT,💥💥💥,1 kline,0.733,2023-12-07 02:46:16.388000,0.7282,6.0,0.0,14.0,2.742
321,YGGUSDT,🌊🌊🌊,2 kline,0.4113,2023-12-07 02:45:37.171000,0.4071,3.0,1.0,55.0,1.313
322,SXPUSDT,🌊🌊🌊,2 kline,0.3746,2023-12-07 02:43:24.728000,0.3737,1.0,0.0,1.0,0.721
323,IMXUSDT,🌊🌊🌊,2 kline,1.3549,2023-12-07 02:42:25.030000,1.3531,13.0,0.0,33.0,4.51
324,ORDIUSDT,💥💥💥,1 kline,54.462,2023-12-07 02:41:45.877000,53.587,1.0,0.0,1.0,8.112
325,STORJUSDT,🌊🌊🌊,2 kline,0.729,2023-12-07 02:34:58.339000,0.7267,3.0,0.0,9.0,0.316
326,XRPUSDT,💥💥💥,1 kline,0.6417,2023-12-07 02:34:51.628000,0.635,4.0,0.0,3.0,0.436
327,ONGUSDT,🌊🌊🌊,2 kline,0.3844,2023-12-07 02:34:40.167000,0.3836,6.0,0.0,17.0,0.364
328,CFXUSDT,💥💥💥,1 kline,0.1936,2023-12-07 02:34:36.897000,0.1937,4.0,0.0,16.0,0.723
329,POWRUSDT,🌊🌊🌊,2 kline,0.3072,2023-12-07 02:21:50.186000,0.3054,2.0,0.0,1.0,0.521
330,1000BONKUSDT,💥💥💥,1 kline,0.007711,2023-12-07 02:16:50.727000,0.007694,2.0,0.0,1.0,4.591
331,1000XECUSDT,💥💥💥,1 kline,0.03504,2023-12-07 02:05:56.683000,0.03483,2.0,0.0,1.0,2.626
332,BAKEUSDT,💥💥💥,1 kline,0.2749,2023-12-07 02:00:30.052000,0.2709,4.0,0.0,10.0,1.419
333,AVAXUSDT,💥💥💥,1 kline,26.403,2023-12-07 02:00:17.871000,26.725,1.0,0.0,1.0,0.466
334,BEAMXUSDT,💥💥💥,1 kline,0.015435,2023-12-07 01:48:51.400000,0.015546,1.0,0.0,1.0,2.747
335,FOOTBALLUSDT,💥💥💥,1 kline,390.74,2023-12-07 01:47:00.841000,389.85,20.0,1.0,72.0,0.356
336,SNXUSDT,🌊🌊🌊,2 kline,3.736,2023-12-07 01:42:07.779000,3.736,4.0,0.0,18.0,1.445
337,HBARUSDT,💥💥💥,1 kline,0.06972,2023-12-07 01:30:58.422000,0.06953,6.0,0.0,38.0,0.201
338,CYBERUSDT,🌊🌊🌊,2 kline,6.749,2023-12-07 01:11:00.491000,6.719,1.0,0.0,1.0,0.267
339,IMXUSDT,💥💥💥,1 kline,1.3625,2023-12-07 01:08:41.514000,1.3596,6.0,0.0,13.0,2.532
340,1000BONKUSDT,💥💥💥,1 kline,0.007934,2023-12-07 01:05:50.903000,0.007889,3.0,0.0,6.0,1.676
341,PENDLEUSDT,💥💥💥,1 kline,1.2449,2023-12-07 01:04:41.239000,1.235,7.0,0.0,21.0,0.257
342,SXPUSDT,💥💥💥,1 kline,0.3736,2023-12-07 00:59:27.367000,0.3717,2.0,0.0,1.0,1.579
343,SUIUSDT,🌊🌊🌊,2 kline,0.628,2023-12-07 00:58:49.893000,0.6277,4.0,0.0,2.0,0.127
344,XVGUSDT,💥💥💥,1 kline,0.003872,2023-12-07 00:55:49.189000,0.003862,7.0,0.0,32.0,0.026
345,FXSUSDT,💥💥💥,1 kline,8.221,2023-12-07 00:52:52.595000,8.2,1.0,0.0,1.0,1.034
346,REEFUSDT,💥💥💥,1 kline,0.002015,2023-12-07 00:47:41.094000,0.002003,3.0,0.0,9.0,1.836
348,INJUSDT,💥💥💥,1 kline,17.43,2023-12-07 00:30:37.841000,17.389,2.0,0.0,1.0,0.361
349,BLUEBIRDUSDT,🌊🌊🌊,2 kline,7.479,2023-12-07 00:30:11.971000,7.484,8.0,0.0,13.0,0.214
350,CAKEUSDT,💥💥💥,1 kline,2.4451,2023-12-07 00:29:38.356000,2.4391,6.0,0.0,12.0,0.221
351,BNBUSDT,💥💥💥,1 kline,231.61,2023-12-07 00:29:25.692000,230.85,23.0,1.0,61.0,0.622
352,APTUSDT,🌊🌊🌊,2 kline,7.559,2023-12-07 00:21:42.570000,7.552,3.0,0.0,2.0,0.04
353,COMBOUSDT,🌊🌊🌊,2 kline,0.7389,2023-12-07 00:20:29.709000,0.7372,15.0,1.0,50.0,0.23
354,RVNUSDT,🌊🌊🌊,2 kline,0.02189,2023-12-07 00:09:59.238000,0.02182,6.0,0.0,22.0,0.64
355,MAGICUSDT,💥💥💥,1 kline,0.8985,2023-12-07 00:04:40.116000,0.8903,9.0,0.0,15.0,0.067
356,SLPUSDT,💥💥💥,1 kline,0.002975,2023-12-07 00:04:08.390000,0.002939,4.0,0.0,16.0,0.168
357,YGGUSDT,💥💥💥,1 kline,0.4098,2023-12-07 00:02:45.510000,0.4064,3.0,0.0,2.0,1.855
358,XRPUSDT,💥💥💥,1 kline,0.6343,2023-12-06 23:56:51.142000,0.6314,11.0,0.0,11.0,1.009
359,AUDIOUSDT,💥💥💥,1 kline,0.2235,2023-12-06 23:48:39.392000,0.2238,3.0,0.0,33.0,0.179
360,LEVERUSDT,🌊🌊🌊,2 kline,0.001473,2023-12-06 23:18:30.250000,0.001463,11.0,2.0,123.0,1.358
361,BELUSDT,🌊🌊🌊,2 kline,0.7163,2023-12-06 23:17:50.713000,0.7119,3.0,0.0,2.0,0.377
362,JOEUSDT,💥💥💥,1 kline,0.5301,2023-12-06 23:16:54.147000,0.5301,9.0,1.0,62.0,0.679
363,VETUSDT,🌊🌊🌊,2 kline,0.02584,2023-12-06 23:15:51.212000,0.02577,10.0,2.0,149.0,0.039
364,SPELLUSDT,💥💥💥,1 kline,0.0006244,2023-12-06 23:14:55.203000,0.0006223,3.0,0.0,3.0,5.942
365,JASMYUSDT,🌊🌊🌊,2 kline,0.006241,2023-12-06 23:04:51.167000,0.006157,2.0,0.0,4.0,0.144
366,KLAYUSDT,🌊🌊🌊,2 kline,0.2178,2023-12-06 23:03:32.934000,0.2171,9.0,1.0,79.0,0.138
367,TOKENUSDT,💥💥💥,1 kline,0.04994,2023-12-06 23:01:47.190000,0.05,1.0,0.0,1.0,3.624
368,DUSKUSDT,🌊🌊🌊,2 kline,0.17337,2023-12-06 22:59:31.710000,0.17238,12.0,0.0,39.0,1.102
369,HBARUSDT,💥💥💥,1 kline,0.07015,2023-12-06 22:59:31.437000,0.06988,4.0,0.0,10.0,0.556
370,1000BONKUSDT,💥💥💥,1 kline,0.008096,2023-12-06 22:56:30.617000,0.008056,3.0,0.0,8.0,1.433
371,TIAUSDT,🌊🌊🌊,2 kline,10.5697,2023-12-06 22:53:44.946000,10.4473,5.0,0.0,17.0,2.179
372,XVGUSDT,💥💥💥,1 kline,0.0039,2023-12-06 22:51:54.111000,0.003884,8.0,0.0,9.0,0.718
373,NEARUSDT,💥💥💥,1 kline,2.352,2023-12-06 22:51:20.498000,2.33,2.0,0.0,3.0,1.956
374,CYBERUSDT,💥💥💥,1 kline,6.938,2023-12-06 22:48:50.203000,6.922,5.0,0.0,10.0,0.086
375,AVAXUSDT,💥💥💥,1 kline,27.432,2023-12-06 22:45:54.426000,27.279,3.0,0.0,3.0,0.456
376,1INCHUSDT,💥💥💥,1 kline,0.3818,2023-12-06 22:45:29.657000,0.3798,6.0,2.0,110.0,0.498
377,SUPERUSDT,💥💥💥,1 kline,0.6185,2023-12-06 22:43:54.582000,0.6165,5.0,0.0,3.0,3.961
378,GALUSDT,💥💥💥,1 kline,1.6764,2023-12-06 22:43:07.825000,1.6489,11.0,1.0,93.0,0.435
379,COTIUSDT,🌊🌊🌊,2 kline,0.05967,2023-12-06 22:36:07.257000,0.05937,3.0,0.0,4.0,1.508
380,GASUSDT,💥💥💥,1 kline,7.772,2023-12-06 22:30:53.631000,7.695,10.0,2.0,108.0,0.09
381,OXTUSDT,🌊🌊🌊,2 kline,0.08117,2023-12-06 22:29:32.175000,0.08086,19.0,1.0,62.0,2.181
382,ONTUSDT,💥💥💥,1 kline,0.2362,2023-12-06 22:29:13.139000,0.2346,5.0,1.0,80.0,0.55
383,FXSUSDT,💥💥💥,1 kline,8.303,2023-12-06 22:27:33.224000,8.303,15.0,1.0,65.0,0.036
384,CTSIUSDT,🌊🌊🌊,2 kline,0.1623,2023-12-06 22:25:09.335000,0.1616,8.0,0.0,26.0,0.431
385,QNTUSDT,🌊🌊🌊,2 kline,111.16,2023-12-06 22:17:02.806000,110.3,6.0,0.0,16.0,1.673
386,RADUSDT,🌊🌊🌊,2 kline,1.636,2023-12-06 22:15:55.946000,1.627,13.0,1.0,70.0,0.183
387,C98USDT,💥💥💥,1 kline,0.2171,2023-12-06 22:15:36.215000,0.2171,1.0,0.0,1.0,0.553
388,AUDIOUSDT,🌊🌊🌊,2 kline,0.2229,2023-12-06 22:12:21.507000,0.2218,5.0,0.0,10.0,0.449
389,IOTXUSDT,💥💥💥,1 kline,0.03548,2023-12-06 22:11:49.403000,0.03529,6.0,0.0,10.0,0.366
390,BIGTIMEUSDT,🌊🌊🌊,2 kline,0.743,2023-12-06 22:08:42.128000,0.7224,3.0,0.0,6.0,3.015
391,UMAUSDT,🌊🌊🌊,2 kline,2.054,2023-12-06 22:08:03.823000,2.046,4.0,0.0,27.0,4.722
392,HOOKUSDT,🌊🌊🌊,2 kline,1.0798,2023-12-06 22:03:58.726000,1.0753,9.0,0.0,21.0,0.787
393,WAVESUSDT,💥💥💥,1 kline,2.2827,2023-12-06 22:00:28.476000,2.2781,6.0,0.0,17.0,1.012
394,KEYUSDT,💥💥💥,1 kline,0.006262,2023-12-06 22:00:16.789000,0.006207,4.0,0.0,19.0,0.767
395,DUSKUSDT,💥💥💥,1 kline,0.17078,2023-12-06 21:52:34.222000,0.16978,6.0,0.0,13.0,2.635
396,OMGUSDT,🌊🌊🌊,2 kline,0.6979,2023-12-06 21:52:16.152000,0.6946,5.0,2.0,101.0,1.877
397,LPTUSDT,💥💥💥,1 kline,6.709,2023-12-06 21:51:51.260000,6.677,6.0,0.0,7.0,0.313
398,TRUUSDT,💥💥💥,1 kline,0.05695,2023-12-06 21:48:51.708000,0.05667,4.0,0.0,13.0,0.246
399,SNXUSDT,💥💥💥,1 kline,3.747,2023-12-06 21:47:32.081000,3.734,3.0,0.0,6.0,0.587
400,SNXUSDT,💥💥💥,1 kline,3.747,2023-12-06 21:47:32.081000,3.734,3.0,0.0,6.0,0.587
401,XVGUSDT,🌊🌊🌊,2 kline,0.003876,2023-12-06 21:47:30.256000,0.003864,6.0,0.0,13.0,1.342
402,ENJUSDT,🌊🌊🌊,2 kline,0.3286,2023-12-06 21:43:23.065000,0.3253,2.0,0.0,2.0,2.009
403,PEOPLEUSDT,🌊🌊🌊,2 kline,0.01432,2023-12-06 21:42:59.421000,0.01428,3.0,0.0,3.0,0.07
404,NKNUSDT,💥💥💥,1 kline,0.11905,2023-12-06 21:42:40.811000,0.11914,3.0,0.0,9.0,0.512
405,HOTUSDT,💥💥💥,1 kline,0.002165,2023-12-06 21:42:37.410000,0.002152,1.0,0.0,1.0,1.293
406,STRAXUSDT,💥💥💥,1 kline,1.0806,2023-12-06 21:39:59.835000,1.0767,21.0,1.0,59.0,0.796
407,RDNTUSDT,🌊🌊🌊,2 kline,0.2685,2023-12-06 21:35:42.653000,0.2677,10.0,0.0,21.0,0.559
408,TOKENUSDT,💥💥💥,1 kline,0.04828,2023-12-06 21:35:37.497000,0.04758,1.0,0.0,1.0,7.187
409,NEARUSDT,💥💥💥,1 kline,2.319,2023-12-06 21:30:40.216000,2.301,4.0,0.0,11.0,3.407
410,BADGERUSDT,💥💥💥,1 kline,4.806,2023-12-06 21:28:51.911000,4.798,1.0,0.0,1.0,1.124
411,LRCUSDT,💥💥💥,1 kline,0.2531,2023-12-06 21:28:51.200000,0.2547,2.0,0.0,2.0,0.435
412,1000XECUSDT,💥💥💥,1 kline,0.03586,2023-12-06 21:28:43.675000,0.03548,3.0,0.0,6.0,0.418
414,RLCUSDT,💥💥💥,1 kline,1.5421,2023-12-06 21:17:20.569000,1.5375,3.0,0.0,7.0,1.031
415,JASMYUSDT,💥💥💥,1 kline,0.006087,2023-12-06 21:09:44.072000,0.00602,1.0,0.0,1.0,3.171
416,MEMEUSDT,💥💥💥,1 kline,0.041052,2023-12-06 21:09:10.026000,0.040948,1.0,0.0,1.0,7.802
417,CKBUSDT,💥💥💥,1 kline,0.003454,2023-12-06 21:00:57.360000,0.003441,2.0,0.0,17.0,1.361
418,CHRUSDT,💥💥💥,1 kline,0.1458,2023-12-06 21:00:19.673000,0.1449,4.0,0.0,11.0,8.025
419,ONTUSDT,💥💥💥,1 kline,0.2343,2023-12-06 20:58:52.916000,0.2339,2.0,0.0,2.0,1.366
420,KAVAUSDT,💥💥💥,1 kline,0.837,2023-12-06 20:56:22.861000,0.835,7.0,1.0,87.0,1.039
421,ONEUSDT,🌊🌊🌊,2 kline,0.01496,2023-12-06 20:52:39.944000,0.01486,4.0,0.0,11.0,3.676
422,STXUSDT,🌊🌊🌊,2 kline,1.0663,2023-12-06 20:51:41.951000,1.0542,6.0,0.0,7.0,0.985
423,HFTUSDT,💥💥💥,1 kline,0.3507,2023-12-06 20:51:15.179000,0.3487,1.0,0.0,1.0,0.285
424,RIFUSDT,💥💥💥,1 kline,0.14513,2023-12-06 20:49:47.884000,0.1444,4.0,0.0,7.0,0.296
425,PENDLEUSDT,🌊🌊🌊,2 kline,1.2634,2023-12-06 20:47:41.059000,1.2606,7.0,0.0,20.0,0.055
426,TIAUSDT,💥💥💥,1 kline,10.5124,2023-12-06 20:43:57.573000,10.4945,1.0,0.0,1.0,1.404
428,CKBUSDT,💥💥💥,1 kline,0.003436,2023-12-06 20:34:10.233000,0.003406,1.0,0.0,1.0,1.484
429,APEUSDT,🌊🌊🌊,2 kline,1.654,2023-12-06 20:30:31.575000,1.645,2.0,0.0,1.0,0.786
430,HOOKUSDT,🌊🌊🌊,2 kline,1.0831,2023-12-06 20:26:26.326000,1.0773,1.0,0.0,1.0,0.332
431,BADGERUSDT,🌊🌊🌊,2 kline,4.806,2023-12-06 20:24:59.056000,4.751,4.0,0.0,20.0,1.914
432,HIFIUSDT,🌊🌊🌊,2 kline,0.8185,2023-12-06 20:21:56.000000,0.8045,2.0,0.0,2.0,0.183
433,VETUSDT,🌊🌊🌊,2 kline,0.02577,2023-12-06 20:21:39.321000,0.02555,4.0,0.0,8.0,0.078
434,ORDIUSDT,💥💥💥,1 kline,58.961,2023-12-06 20:20:47.758000,57.688,1.0,0.0,1.0,18.723
435,ROSEUSDT,💥💥💥,1 kline,0.08266,2023-12-06 20:13:31.048000,0.08228,9.0,0.0,18.0,1.016
436,GTCUSDT,💥💥💥,1 kline,1.165,2023-12-06 20:12:59.297000,1.162,1.0,0.0,1.0,2.318
437,LQTYUSDT,💥💥💥,1 kline,1.5062,2023-12-06 20:12:44.541000,1.5013,3.0,0.0,4.0,1.613
438,STMXUSDT,💥💥💥,1 kline,0.00848,2023-12-06 20:09:58.560000,0.00834,2.0,0.0,1.0,2.005
439,NKNUSDT,💥💥💥,1 kline,0.11823,2023-12-06 20:05:49.463000,0.11672,7.0,0.0,16.0,6.775
